Buyer ID,Source Buyer ID,Record Type,Phone Number,isolation_forest_risk,autoencoder_risk,combined_risk
1078103,1078103,primary,+1-552-990-9656x10143,84.41151668473678,90.80231297434044,87.60691482953861
1078383,1078383,primary,(367)398-2507x146,43.21919045898085,45.7128659197687,44.466028189374775
1078506,1078506,primary,001-925-745-7387x5717,60.65986025780027,41.13811588965185,50.89898807372606
1078806,1078806,primary,440-410-5123,96.08932658715817,97.47470184315142,96.78201421515479
1078958,1078958,primary,886-873-6226x60937,29.372967112396097,5.699614504276593,17.536290808336346
1079485,1079485,primary,7337419182,87.24400674617516,80.04758462835802,83.6457956872666
1079791,1079791,primary,871.347.8596,87.24400674617516,80.04758462835802,83.6457956872666
1080093,1080093,primary,(557)692-4991x251,79.96476328153234,81.86814841585351,80.91645584869292
1080581,1080581,primary,825-828-6692,5.2990603541741965,26.40946873870618,15.854264546440188
1080742,1080742,primary,(478)728-2742,84.76689555475244,86.37513552584026,85.57101554029634
1080932,1080932,primary,890.950.7236x887,29.372967112396097,4.5551740754126016,16.96407059390435
1080944,1080944,primary,(477)921-9034x04384,45.17226840139742,63.60227683411637,54.38727261775689
1081051,1081051,primary,001-778-281-9148,35.13733285146368,2.424406697988194,18.78086977472594
1081797,1081797,primary,001-378-536-1340x74517,46.53355017467775,56.151367305143964,51.34245873991085
1082506,1082506,primary,595.296.2923,75.03011685339116,80.37284664498253,77.70148174918685
1082931,1082931,primary,001-658-649-8254,19.21906999156728,9.65245151186604,14.43576075171666
1083052,1083052,primary,412.660.4223x25367,22.178050837248524,33.66913624864474,27.923593542946634
1083647,1083647,primary,+1-266-371-1684x5775,8.773039392844236,11.454945187326828,10.113992290085532
1083809,1083809,primary,001-775-418-6363x7454,58.086375135525834,45.91013130948078,51.99825322250331
1083843,1083843,primary,001-475-900-1701,15.663775448741116,13.355318636308876,14.509547042524996
1084373,1084373,primary,706.432.4241x541,93.71461269726538,85.12829779544633,89.42145524635586
1085332,1085332,primary,9643361103,84.83315263221299,79.5446331767257,82.18889290446934
1086358,1086358,primary,(893)487-0051,72.68702565955908,52.52379231417902,62.60540898686905
1086871,1086871,primary,413.361.1155x4262,15.663775448741116,13.355318636308876,14.509547042524996
1086998,1086998,primary,390.492.7532x69731,72.68702565955908,52.52379231417902,62.60540898686905
1087743,1087743,primary,001-619-265-6523x41389,5.2990603541741965,26.40946873870618,15.854264546440188
1087774,1087774,primary,+1-543-989-8364x03761,5.2990603541741965,24.378086977472595,14.838573665823397
1087906,1087906,primary,+1-491-980-5526x9658,54.269063968196605,46.80911938320684,50.53909167570173
1087993,1087993,primary,001-810-891-0430x06848,83.73991085411396,83.83026141428743,83.7850861342007
1088607,1088607,primary,001-561-488-9241x418,56.089627755692085,60.87519575954704,58.48241175761956
1089529,1089529,primary,+1-556-391-4630,62.045235513793514,67.8954342850259,64.9703348994097
1090054,1090054,primary,(717)699-0421x02027,85.14034453680279,81.84857246114926,83.49445849897603
1090144,1090144,primary,(352)641-0564,55.03553788700156,43.04300686664257,49.03927237682207
1090214,1090214,primary,001-491-677-8507x925,95.00963739308517,95.48397783399591,95.24680761354054
1090251,1090251,primary,001-419-413-8000x30756,98.59655463197205,88.89591615468015,93.7462353933261
10908000000000,10908000000000,primary,3867353654,94.46602818937477,79.34134441633537,86.90368630285508
1091304,1091304,primary,980-623-8061,95.70834839176004,90.6216118539935,93.16498012287677
1091332,1091332,primary,001-945-718-7053x49493,84.77743645343935,78.15925792073244,81.4683471870859
1091514,1091514,primary,001-573-783-2060,12.225936634140465,20.613480303577884,16.419708468859174
1091799,1091799,primary,+1-405-606-4138x3670,99.99397662932176,99.88254427177449,99.93826045054813
1091989,1091989,primary,303-486-5719,54.0115648717022,37.10245753523672,45.55701120346946
1092022,1092022,primary,+1-761-799-0623x4456,93.15594506685942,78.4393446572702,85.7976448620648
1092070,1092070,primary,943.713.2912x127,87.24400674617516,79.87441272135887,83.559209733767
1092604,1092604,primary,(218)553-7474x11249,27.662329839778337,7.279243464642813,17.470786652210574
1093110,1093110,primary,521-335-6804x42067,32.29580773400795,37.981869654258524,35.13883869413324
1093162,1093162,primary,612.310.0323x651,97.19009757860498,80.86676304059752,89.02843030960125
1093303,1093303,primary,9132721510,91.81725093362245,87.30875798096615,89.5630044572943
1093625,1093625,primary,(796)567-0662,63.298096614865685,0.0030116853391157694,31.6505541501024
1095725,1095725,primary,(544)672-0999,29.372967112396097,5.699614504276593,17.536290808336346
1096644,1096644,primary,268.870.1462x6383,43.53692326225756,49.35399349475967,46.44545837850862
1096731,1096731,primary,001-257-787-5985x642,33.79412119021804,3.5432478014697026,18.668684495843873
1096840,1096840,primary,+1-530-540-7859x321,56.35465606553427,61.269726538971206,58.81219130225274
1096919,1096919,primary,780-239-6522x395,43.842609324177815,54.75243946512468,49.29752439465125
1097298,1097298,primary,001-259-392-9378x427,72.68702565955908,52.52379231417902,62.60540898686905
1097315,1097315,primary,5394308705,8.773039392844236,11.454945187326828,10.113992290085532
1097479,1097479,primary,325-700-2921x85156,93.65136730514396,85.02288880857728,89.33712805686062
1097535,1097535,primary,452-826-7528x9539,47.32411757619564,50.1249849415733,48.724551258884475
10976000000000,10976000000000,primary,542-320-9690x2959,8.773039392844236,11.454945187326828,10.113992290085532
1098113,1098113,primary,525.513.5521x5704,72.68702565955908,52.52379231417902,62.60540898686905
1098204,1098204,primary,001-915-841-0067x626,17.634923503192386,14.54342850259005,16.089176002891218
1098578,1098578,primary,(286)717-9327x104,53.498072521382966,60.01686543789905,56.757468979641004
1099142,1099142,primary,911-252-6218x159,47.446090832429825,43.30954101915432,45.37781592579207
1099460,1099460,primary,(629)662-0153x36884,44.231116732923745,46.38597759306108,45.30854716299241
1099793,1099793,primary,710.269.8720,81.67389471148054,81.61968437537645,81.6467895434285
1101127,1101127,primary,(614)897-3103x24171,19.920792675581257,21.05017467774967,20.485483676665464
1101416,1101416,primary,674.918.6256x5270,55.738766413685106,36.998554391037224,46.368660402361165
1101504,1101504,primary,543.249.0211x586,91.29924105529454,81.08661607035297,86.19292856282377
1101534,1101534,primary,(486)387-9374x1608,32.29580773400795,37.981869654258524,35.13883869413324
1101755,1101755,primary,001-672-723-3206x16329,22.178050837248524,33.66913624864474,27.923593542946634
1101977,1101977,primary,001-811-368-6854x8709,72.68702565955908,52.52379231417902,62.60540898686905
1102544,1102544,primary,(622)899-9119x14856,75.69871099867485,73.48512227442477,74.59191663654981
1102815,1102815,primary,+1-279-897-0246x2996,32.29580773400795,37.981869654258524,35.13883869413324
1103138,1103138,primary,430-674-5054x44713,72.68702565955908,52.52379231417902,62.60540898686905
1103393,1103393,primary,001-775-246-9137x3678,45.112034694615105,42.57017226840139,43.84110348150825
1104346,1104346,primary,521.248.6289x02330,22.178050837248524,35.70202385254789,28.940037344898208
1104818,1104818,primary,705.934.5786x103,5.2990603541741965,28.36706420913143,16.833062281652815
1104832,1104832,primary,+1-272-879-8552x414,5.2990603541741965,26.40946873870618,15.854264546440188
1106474,1106474,primary,2292333346,83.01409468738706,85.95048789302494,84.482291290206
1106781,1106781,primary,922.690.3494x4665,36.96392000963739,59.914468136369116,48.43919407300325
1106970,1106970,primary,774.689.6910,37.18226719672329,59.30309601252861,48.24268160462595
1107417,1107417,primary,517-215-4544x4328,5.2990603541741965,26.40946873870618,15.854264546440188
1107542,1107542,primary,+1-565-720-7446x660,32.29580773400795,37.981869654258524,35.13883869413324
1107785,1107785,primary,001-438-675-8428x2417,95.46891940730032,95.03222503312854,95.25057222021442
1107818,1107818,primary,001-682-951-3534x6554,32.29580773400795,37.981869654258524,35.13883869413324
1108537,1108537,primary,370-899-9173,45.52312974340441,1.6654619925310203,23.594295867967716
1108792,1108792,primary,346.902.2356x97252,45.82580411998554,55.722202144319965,50.77400313215276
1108865,1108865,primary,825-800-7432x92712,92.54607878568847,81.44801831104687,86.99704854836767
1109309,1109309,primary,(267)260-0835x0583,22.178050837248524,33.66913624864474,27.923593542946634
1109397,1109397,primary,+1-233-654-2168x9421,34.92049150704734,2.443982652692447,18.682237079869893
1109479,1109479,primary,878-298-5625x7532,8.773039392844236,11.454945187326828,10.113992290085532
1109605,1109605,primary,732.230.9821,55.26743765811348,48.17491868449584,51.72117817130466
1110001,1110001,primary,(848)390-9010x0167,62.810203589928925,56.69798819419347,59.7540958920612
1110398,1110398,primary,+1-647-423-0461,29.372967112396097,5.699614504276593,17.536290808336346
1110903,1110903,primary,(518)791-4117x39348,67.81713046620888,70.52463558607397,69.17088302614142
1111056,1111056,primary,001-264-320-8737x530,22.178050837248524,33.66913624864474,27.923593542946634
1111355,1111355,primary,597-921-8114,22.178050837248524,33.66913624864474,27.923593542946634
1111804,1111804,primary,247-201-2045x5611,0.796590772196121,16.86543789904831,8.831014335622216
1112328,1112328,primary,(725)457-9415,86.39320563787496,83.53812793639321,84.96566678713408
1112596,1112596,primary,366-474-6762,37.489459101313095,58.807673774244066,48.148566437778584
